,tweet_id,name,dog_stage,rating_numerator,text,source,timestamp,retweet_count,favorite_count,geo_data,lang_data,dog_breed
0,892420643555336193,Phineas,none,13,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,Twitter for iPhone,2017-08-01 16:23:56,7007.0,33809.0,None,en,
1,892177421306343426,Tilly,none,13,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",Twitter for iPhone,2017-08-01 00:17:27,5301.0,29329.0,None,en,Chihuahua
2,891815181378084864,Archie,none,12,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,Twitter for iPhone,2017-07-31 00:18:03,3480.0,22048.0,None,en,Chihuahua
3,891689557279858688,Darla,none,13,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,Twitter for iPhone,2017-07-30 15:58:51,7226.0,36938.0,None,en,
4,891327558926688256,Franklin,none,12,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",Twitter for iPhone,2017-07-29 16:00:24,7759.0,35310.0,None,en,Basset
5,891087950875897856,None,none,13,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,Twitter for iPhone,2017-07-29 00:08:17,2600.0,17811.0,None,en,Chesapeake Bay Retriever
6,890971913173991426,Jax,none,13,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",Twitter for iPhone,2017-07-28 16:27:12,1663.0,10364.0,None,en,Appenzeller
7,890729181411237888,None,none,13,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,Twitter for iPhone,2017-07-28 00:22:40,15752.0,56861.0,None,en,Pomeranian
8,890609185150312448,Zoey,none,13,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,Twitter for iPhone,2017-07-27 16:25:51,3619.0,24524.0,None,en,Irish Terrier
9,890240255349198849,Cassie,doggo,14,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,Twitter for iPhone,2017-07-26 15:59:51,6098.0,27959.0,None,en,Pembroke
10,890006608113172480,Koda,none,13,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,Twitter for iPhone,2017-07-26 00:31:25,6154.0,27033.0,None,en,Samoyed
11,889880896479866881,Bruno,none,13,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Twitter for iPhone,2017-07-25 16:11:53,4166.0,24564.0,None,en,French Bulldog
12,889665388333682689,None,puppo,13,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,Twitter for iPhone,2017-07-25 01:55:32,8349.0,42058.0,None,en,Pembroke
13,889638837579907072,Ted,none,12,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Twitter for iPhone,2017-07-25 00:10:02,3715.0,23676.0,None,en,French Bulldog
14,889531135344209921,Stuart,puppo,13,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Twitter for iPhone,2017-07-24 17:02:04,1881.0,13352.0,None,en,Golden Retriever
15,889278841981685760,Oliver,none,13,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Twitter for iPhone,2017-07-24 00:19:32,4443.0,22117.0,None,en,Whippet
16,888917238123831296,Jim,none,12,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Twitter for iPhone,2017-07-23 00:22:39,3760.0,25637.0,None,en,Golden Retriever
17,888804989199671297,Zeke,none,13,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Twitter for iPhone,2017-07-22 16:56:37,3535.0,22448.0,None,en,Golden Retriever
18,888554962724278272,Ralphus,none,13,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Twitter for iPhone,2017-07-22 00:23:06,2877.0,17314.0,None,en,Siberian Husky
19,888202515573088257,Canela,none,13,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Twitter for iPhone,2017-07-21 01:02:36,2472.653333333333,7059.151397849462,,,Pembroke
20,888078434458587136,Gerald,none,12,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Twitter for iPhone,2017-07-20 16:49:33,2892.0,19152.0,None,en,French Bulldog
21,887705289381826560,Jeffrey,none,13,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Twitter for iPhone,2017-07-19 16:06:48,4533.0,26624.0,None,en,Basset
22,887517139158093824,such,none,14,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,Twitter for iPhone,2017-07-19 03:39:09,9849.0,40718.0,None,en,
23,887473957103951883,Canela,none,13,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Twitter for iPhone,2017-07-19 00:47:34,15024.0,60186.0,None,en,Pembroke
24,887343217045368832,None,none,13,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,Twitter for iPhone,2017-07-18 16:08:03,8815.0,29588.0,None,en,Mexican Hairless
25,887101392804085760,None,none,12,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,Twitter for iPhone,2017-07-18 00:07:08,4990.0,26986.0,None,en,Samoyed
26,886983233522544640,Maya,none,13,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Twitter for iPhone,2017-07-17 16:17:36,6316.0,30381.0,None,en,Chihuahua
27,886736880519319552,Mingus,none,13,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Twitter for iPhone,2017-07-16 23:58:41,2631.0,10501.0,None,en,Kuvasz
28,886680336477933568,Derek,none,13,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Twitter for iPhone,2017-07-16 20:14:00,3735.0,19735.0,None,en,
29,886366144734445568,Roscoe,pupper,12,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Twitter for iPhone,2017-07-15 23:25:31,2629.0,18546.0,None,en,French Bulldog
30,886267009285017600,None,none,12,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,Twitter for iPhone,2017-07-15 16:51:35,4.0,105.0,None,en,
31,886258384151887873,Waffles,none,13,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Twitter for iPhone,2017-07-15 16:17:19,5287.0,24524.0,None,en,Pug
32,886054160059072513,None,none,12,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,Twitter for iPhone,2017-07-15 02:45:48,93.0,0.0,None,und,
33,885984800019947520,Jimbo,none,12,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Twitter for iPhone,2017-07-14 22:10:11,5611.0,28615.0,None,en,Blenheim Spaniel
34,885528943205470208,Maisey,none,13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Twitter for iPhone,2017-07-13 15:58:47,5327.0,31602.0,None,en,Pug
35,885518971528720385,None,none,14,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,Twitter for iPhone,2017-07-13 15:19:09,3106.0,18004.0,None,en,
36,885311592912609280,Lilly,none,13,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Twitter for iPhone,2017-07-13 01:35:06,15435.0,0.0,None,en,Labrador Retriever
37,885167619883638784,None,none,13,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,Twitter for iPhone,2017-07-12 16:03:00,3669.0,19251.0,None,en,Malamute
38,884925521741709313,Earl,none,12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Twitter for iPhone,2017-07-12 00:01:00,15023.0,67281.0,None,en,Italian Greyhound
39,884876753390489601,Lola,none,13,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Twitter for iPhone,2017-07-11 20:47:12,4673.0,24387.0,None,en,Chow
40,884562892145688576,Kevin,none,13,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Twitter for iPhone,2017-07-11 00:00:02,3909.0,21321.0,None,en,Pug
41,884441805382717440,None,none,14,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",Twitter for iPhone,2017-07-10 15:58:53,4790.0,23865.0,None,en,Pembroke
42,884247878851493888,None,none,13,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,Twitter for iPhone,2017-07-10 03:08:17,16918.0,63300.0,None,en,
43,884162670584377345,Yogi,doggo,12,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Twitter for iPhone,2017-07-09 21:29:42,2505.0,17944.0,None,en,German Shepherd
44,883838122936631299,Noah,none,12,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Twitter for iPhone,2017-07-09 00:00:04,2861.0,19172.0,None,en,Doberman
45,883482846933004288,Bella,none,5,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Twitter for iPhone,2017-07-08 00:28:19,8269.0,40214.0,None,en,Golden Retriever
46,883360690899218434,Grizzwald,none,13,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Twitter for iPhone,2017-07-07 16:22:55,3080.0,19950.0,None,en,Chow
47,883117836046086144,None,none,13,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",Twitter for iPhone,2017-07-07 00:17:54,5533.0,32519.0,None,en,Golden Retriever
48,882992080364220416,Rusty,none,13,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Twitter for iPhone,2017-07-06 15:58:11,3246.0,20985.0,None,en,Eskimo Dog
49,882762694511734784,Gus,pupper,12,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Twitter for iPhone,2017-07-06 00:46:41,4094.0,24794.0,None,en,Labrador Retriever
50,882627270321602560,Stanley,none,13,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Twitter for iPhone,2017-07-05 15:48:34,5062.0,24603.0,None,en,Pembroke
51,882268110199369728,Alfy,none,13,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Twitter for iPhone,2017-07-04 16:01:23,9631.0,39198.0,None,en,Golden Retriever
52,882045870035918850,Koko,none,13,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Twitter for iPhone,2017-07-04 01:18:17,4080.0,25724.0,None,en,
53,881906580714921986,Rey,none,12,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Twitter for iPhone,2017-07-03 16:04:48,2854.0,21443.0,None,en,Weimaraner
54,881666595344535552,Gary,none,13,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Twitter for iPhone,2017-07-03 00:11:11,8958.0,44553.0,None,en,Saluki
55,881633300179243008,None,none,17,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,Twitter for iPhone,2017-07-02 21:58:53,8.0,113.0,None,en,
56,881536004380872706,a,pupper,14,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",Twitter for iPhone,2017-07-02 15:32:16,13401.0,43444.0,None,en,Samoyed
57,881268444196462592,Elliot,none,12,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Twitter for iPhone,2017-07-01 21:49:04,4492.0,20477.0,None,en,
58,880935762899988482,Louis,none,13,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Twitter for iPhone,2017-06-30 23:47:07,2333.0,15052.0,None,en,
